agent,winner,turns,run_time,depth,path_count,win_weight,draw_weight,lose_weight
MonteCarlo,draw,473,21.609807014465332,30,30,1,-1,-2
MonteCarlo,MonteCarlo,93,5.289691209793091,30,30,1,-1,-2
MonteCarlo,Random,164,9.208402872085571,30,30,1,-1,-2
MonteCarlo,draw,617,27.212822198867798,30,30,1,-1,-2
MonteCarlo,draw,450,20.43668293952942,30,30,1,-1,-2
MonteCarlo,MonteCarlo,49,3.066071033477783,30,30,1,-1,-2
MonteCarlo,draw,414,19.217156171798706,30,30,1,-1,-2
MonteCarlo,draw,500,23.053311109542847,30,30,1,-1,-2
MonteCarlo,draw,467,21.31296992301941,30,30,1,-1,-2
MonteCarlo,MonteCarlo,123,7.1784348487854,30,30,1,-1,-2
MonteCarlo,MonteCarlo,143,8.765061140060425,30,30,1,-1,-2
MonteCarlo,MonteCarlo,119,7.176574230194092,30,30,1,-1,-2
MonteCarlo,MonteCarlo,159,8.788695096969604,30,30,1,-1,-2
MonteCarlo,MonteCarlo,71,3.961435079574585,30,30,1,-1,-2
MonteCarlo,MonteCarlo,163,8.425389051437378,30,30,1,-1,-2
MonteCarlo,MonteCarlo,89,5.111205101013184,30,30,1,-1,-2
MonteCarlo,MonteCarlo,113,7.127640962600708,30,30,1,-1,-2
MonteCarlo,MonteCarlo,97,5.935355186462402,30,30,1,-1,-2
MonteCarlo,MonteCarlo,155,9.098136186599731,30,30,1,-1,-2
MonteCarlo,draw,432,19.250895261764526,30,30,1,-1,-2
MonteCarlo,draw,379,18.936331033706665,30,30,1,-1,-2
MonteCarlo,MonteCarlo,97,6.256379127502441,30,30,1,-1,-2
MonteCarlo,MonteCarlo,15,0.994053840637207,30,30,1,-1,-2
MonteCarlo,MonteCarlo,165,10.329771995544434,30,30,1,-1,-2
MonteCarlo,MonteCarlo,31,1.9595870971679688,30,30,1,-1,-2
MonteCarlo,draw,392,20.299597024917603,30,30,1,-1,-2
MonteCarlo,draw,299,14.579983234405518,30,30,1,-1,-2
MonteCarlo,draw,626,29.150105237960815,30,30,1,-1,-2
MonteCarlo,MonteCarlo,87,5.153526067733765,30,30,1,-1,-2
MonteCarlo,MonteCarlo,115,7.113875865936279,30,30,1,-1,-2
MonteCarlo,MonteCarlo,153,8.822803974151611,30,30,1,-1,-2
MonteCarlo,MonteCarlo,241,12.741764783859253,30,30,1,-1,-2
MonteCarlo,MonteCarlo,67,4.102473974227905,30,30,1,-1,-2
MonteCarlo,MonteCarlo,133,7.921906232833862,30,30,1,-1,-2
MonteCarlo,MonteCarlo,161,9.258345127105713,30,30,1,-1,-2
MonteCarlo,MonteCarlo,301,16.65584397315979,30,30,1,-1,-2
MonteCarlo,MonteCarlo,87,5.35817813873291,30,30,1,-1,-2
MonteCarlo,MonteCarlo,11,0.7220649719238281,30,30,1,-1,-2
MonteCarlo,draw,561,26.214450120925903,30,30,1,-1,-2
MonteCarlo,MonteCarlo,141,7.816354036331177,30,30,1,-1,-2
MonteCarlo,MonteCarlo,221,11.751991033554077,30,30,1,-1,-2
MonteCarlo,draw,350,15.531275033950806,30,30,1,-1,-2
MonteCarlo,MonteCarlo,101,5.523013114929199,30,30,1,-1,-2
MonteCarlo,MonteCarlo,265,13.06190800666809,30,30,1,-1,-2
MonteCarlo,MonteCarlo,113,6.125326156616211,30,30,1,-1,-2
MonteCarlo,MonteCarlo,185,10.991390228271484,30,30,1,-1,-2
MonteCarlo,MonteCarlo,41,2.4912009239196777,30,30,1,-1,-2
MonteCarlo,draw,517,22.530884981155396,30,30,1,-1,-2
MonteCarlo,MonteCarlo,41,2.412973165512085,30,30,1,-1,-2
MonteCarlo,MonteCarlo,113,6.6988019943237305,30,30,1,-1,-2
MonteCarlo,draw,426,20.469492197036743,30,30,1,-1,-2
MonteCarlo,draw,226,11.556905031204224,30,30,1,-1,-2
MonteCarlo,MonteCarlo,9,0.5749120712280273,30,30,1,-1,-2
MonteCarlo,draw,463,20.54538083076477,30,30,1,-1,-2
MonteCarlo,MonteCarlo,121,6.83942723274231,30,30,1,-1,-2
MonteCarlo,MonteCarlo,153,8.543484210968018,30,30,1,-1,-2
MonteCarlo,MonteCarlo,181,10.32228398323059,30,30,1,-1,-2
MonteCarlo,MonteCarlo,121,6.965317249298096,30,30,1,-1,-2
MonteCarlo,MonteCarlo,85,5.074243783950806,30,30,1,-1,-2
MonteCarlo,draw,601,27.8905189037323,30,30,1,-1,-2
MonteCarlo,MonteCarlo,219,12.546982049942017,30,30,1,-1,-2
MonteCarlo,MonteCarlo,87,5.239107131958008,30,30,1,-1,-2
MonteCarlo,MonteCarlo,161,9.086344957351685,30,30,1,-1,-2
MonteCarlo,draw,406,20.101889848709106,30,30,1,-1,-2
MonteCarlo,draw,495,22.935937643051147,30,30,1,-1,-2
MonteCarlo,MonteCarlo,53,3.123775005340576,30,30,1,-1,-2
MonteCarlo,draw,509,22.2060489654541,30,30,1,-1,-2
MonteCarlo,MonteCarlo,171,9.983999013900757,30,30,1,-1,-2
MonteCarlo,draw,616,28.654236316680908,30,30,1,-1,-2
MonteCarlo,MonteCarlo,137,7.52403998374939,30,30,1,-1,-2
MonteCarlo,MonteCarlo,87,5.265990972518921,30,30,1,-1,-2
MonteCarlo,MonteCarlo,61,3.708570957183838,30,30,1,-1,-2
MonteCarlo,MonteCarlo,177,10.256151914596558,30,30,1,-1,-2
MonteCarlo,draw,450,20.397156238555908,30,30,1,-1,-2
MonteCarlo,MonteCarlo,71,4.369489908218384,30,30,1,-1,-2
MonteCarlo,MonteCarlo,59,3.532679796218872,30,30,1,-1,-2
MonteCarlo,MonteCarlo,141,8.032938003540039,30,30,1,-1,-2
MonteCarlo,MonteCarlo,11,0.695695161819458,30,30,1,-1,-2
MonteCarlo,MonteCarlo,257,13.289011001586914,30,30,1,-1,-2
MonteCarlo,draw,368,17.160299062728882,30,30,1,-1,-2
MonteCarlo,draw,441,21.156482696533203,30,30,1,-1,-2
MonteCarlo,MonteCarlo,203,10.793775081634521,30,30,1,-1,-2
MonteCarlo,Random,200,11.059784889221191,30,30,1,-1,-2
MonteCarlo,draw,460,21.295678853988647,30,30,1,-1,-2
MonteCarlo,MonteCarlo,151,9.15488576889038,30,30,1,-1,-2
MonteCarlo,draw,563,26.15792989730835,30,30,1,-1,-2
MonteCarlo,MonteCarlo,173,9.918073892593384,30,30,1,-1,-2
MonteCarlo,draw,371,17.53266930580139,30,30,1,-1,-2
MonteCarlo,MonteCarlo,73,4.497891187667847,30,30,1,-1,-2
MonteCarlo,MonteCarlo,15,0.9662840366363525,30,30,1,-1,-2
MonteCarlo,MonteCarlo,237,12.888275861740112,30,30,1,-1,-2
MonteCarlo,MonteCarlo,91,5.332909107208252,30,30,1,-1,-2
MonteCarlo,MonteCarlo,67,4.086359977722168,30,30,1,-1,-2
MonteCarlo,MonteCarlo,75,4.558315992355347,30,30,1,-1,-2
MonteCarlo,draw,385,17.836228132247925,30,30,1,-1,-2
MonteCarlo,draw,506,23.321940183639526,30,30,1,-1,-2
MonteCarlo,MonteCarlo,27,1.5541911125183105,30,30,1,-1,-2
MonteCarlo,MonteCarlo,83,4.9235029220581055,30,30,1,-1,-2
MonteCarlo,draw,416,20.279401302337646,30,30,1,-1,-2
MonteCarlo,MonteCarlo,195,10.938117027282715,30,30,1,-1,-2
