agent,winner,turns,run_time,depth,path_count,win_weight,draw_weight,lose_weight
MonteCarlo,draw,559,14.673349142074585,10,50,1,-1,-2
MonteCarlo,draw,422,11.218982934951782,10,50,1,-1,-2
MonteCarlo,MonteCarlo,179,5.719514846801758,10,50,1,-1,-2
MonteCarlo,MonteCarlo,135,4.444771766662598,10,50,1,-1,-2
MonteCarlo,MonteCarlo,119,3.8624470233917236,10,50,1,-1,-2
MonteCarlo,MonteCarlo,39,1.3391742706298828,10,50,1,-1,-2
MonteCarlo,MonteCarlo,313,9.23048186302185,10,50,1,-1,-2
MonteCarlo,MonteCarlo,109,3.3766520023345947,10,50,1,-1,-2
MonteCarlo,MonteCarlo,29,1.0371668338775635,10,50,1,-1,-2
MonteCarlo,MonteCarlo,127,4.454742193222046,10,50,1,-1,-2
MonteCarlo,MonteCarlo,105,3.734139919281006,10,50,1,-1,-2
MonteCarlo,MonteCarlo,159,5.350437164306641,10,50,1,-1,-2
MonteCarlo,MonteCarlo,141,4.856917142868042,10,50,1,-1,-2
MonteCarlo,MonteCarlo,81,2.83408522605896,10,50,1,-1,-2
MonteCarlo,MonteCarlo,73,2.752875804901123,10,50,1,-1,-2
MonteCarlo,MonteCarlo,121,4.238437175750732,10,50,1,-1,-2
MonteCarlo,MonteCarlo,153,4.9151599407196045,10,50,1,-1,-2
MonteCarlo,draw,592,17.093858003616333,10,50,1,-1,-2
MonteCarlo,MonteCarlo,179,6.21923303604126,10,50,1,-1,-2
MonteCarlo,MonteCarlo,107,3.5879459381103516,10,50,1,-1,-2
MonteCarlo,MonteCarlo,429,12.965019702911377,10,50,1,-1,-2
MonteCarlo,Random,170,5.860346078872681,10,50,1,-1,-2
MonteCarlo,MonteCarlo,45,1.5333051681518555,10,50,1,-1,-2
MonteCarlo,MonteCarlo,149,5.257698059082031,10,50,1,-1,-2
MonteCarlo,MonteCarlo,149,4.9753968715667725,10,50,1,-1,-2
MonteCarlo,Random,80,2.7262661457061768,10,50,1,-1,-2
MonteCarlo,draw,680,17.76952290534973,10,50,1,-1,-2
MonteCarlo,MonteCarlo,331,9.814535856246948,10,50,1,-1,-2
MonteCarlo,MonteCarlo,103,3.4400250911712646,10,50,1,-1,-2
MonteCarlo,MonteCarlo,41,1.3828399181365967,10,50,1,-1,-2
MonteCarlo,MonteCarlo,141,4.708792209625244,10,50,1,-1,-2
MonteCarlo,MonteCarlo,171,5.725864887237549,10,50,1,-1,-2
MonteCarlo,Random,182,5.883959054946899,10,50,1,-1,-2
MonteCarlo,draw,500,14.085047960281372,10,50,1,-1,-2
MonteCarlo,MonteCarlo,11,0.3475332260131836,10,50,1,-1,-2
MonteCarlo,draw,532,14.71477484703064,10,50,1,-1,-2
MonteCarlo,MonteCarlo,89,2.9762401580810547,10,50,1,-1,-2
MonteCarlo,MonteCarlo,71,2.5060086250305176,10,50,1,-1,-2
MonteCarlo,MonteCarlo,121,3.7729299068450928,10,50,1,-1,-2
MonteCarlo,MonteCarlo,59,1.973435878753662,10,50,1,-1,-2
MonteCarlo,MonteCarlo,51,1.7120540142059326,10,50,1,-1,-2
MonteCarlo,MonteCarlo,101,3.6595959663391113,10,50,1,-1,-2
MonteCarlo,MonteCarlo,61,1.952284812927246,10,50,1,-1,-2
MonteCarlo,MonteCarlo,109,3.494227886199951,10,50,1,-1,-2
MonteCarlo,MonteCarlo,201,6.190251111984253,10,50,1,-1,-2
MonteCarlo,MonteCarlo,105,3.670308828353882,10,50,1,-1,-2
MonteCarlo,draw,554,15.497704982757568,10,50,1,-1,-2
MonteCarlo,MonteCarlo,95,3.0742828845977783,10,50,1,-1,-2
MonteCarlo,MonteCarlo,65,2.146672010421753,10,50,1,-1,-2
MonteCarlo,MonteCarlo,89,2.970346689224243,10,50,1,-1,-2
MonteCarlo,MonteCarlo,237,6.729482889175415,10,50,1,-1,-2
MonteCarlo,MonteCarlo,309,8.85172986984253,10,50,1,-1,-2
MonteCarlo,draw,456,11.580374956130981,10,50,1,-1,-2
MonteCarlo,MonteCarlo,123,3.7866742610931396,10,50,1,-1,-2
MonteCarlo,draw,591,14.599708795547485,10,50,1,-1,-2
MonteCarlo,MonteCarlo,123,4.033215284347534,10,50,1,-1,-2
MonteCarlo,MonteCarlo,67,2.309486150741577,10,50,1,-1,-2
MonteCarlo,MonteCarlo,179,5.942553281784058,10,50,1,-1,-2
MonteCarlo,draw,445,11.906636238098145,10,50,1,-1,-2
MonteCarlo,MonteCarlo,63,2.075371026992798,10,50,1,-1,-2
MonteCarlo,MonteCarlo,89,2.8980040550231934,10,50,1,-1,-2
MonteCarlo,MonteCarlo,195,6.235500812530518,10,50,1,-1,-2
MonteCarlo,MonteCarlo,127,3.947329044342041,10,50,1,-1,-2
MonteCarlo,MonteCarlo,75,2.5450308322906494,10,50,1,-1,-2
MonteCarlo,MonteCarlo,89,2.9874351024627686,10,50,1,-1,-2
MonteCarlo,draw,586,15.20111894607544,10,50,1,-1,-2
MonteCarlo,MonteCarlo,209,5.80751895904541,10,50,1,-1,-2
MonteCarlo,MonteCarlo,245,6.485788106918335,10,50,1,-1,-2
MonteCarlo,draw,370,9.274267196655273,10,50,1,-1,-2
MonteCarlo,MonteCarlo,91,2.859938859939575,10,50,1,-1,-2
MonteCarlo,draw,312,8.077301025390625,10,50,1,-1,-2
MonteCarlo,MonteCarlo,53,1.707820177078247,10,50,1,-1,-2
MonteCarlo,MonteCarlo,149,4.890619993209839,10,50,1,-1,-2
MonteCarlo,MonteCarlo,81,2.872411012649536,10,50,1,-1,-2
MonteCarlo,draw,356,10.301881074905396,10,50,1,-1,-2
MonteCarlo,draw,486,12.715867757797241,10,50,1,-1,-2
MonteCarlo,draw,492,13.161360025405884,10,50,1,-1,-2
MonteCarlo,draw,477,12.625724077224731,10,50,1,-1,-2
MonteCarlo,MonteCarlo,77,2.502535343170166,10,50,1,-1,-2
MonteCarlo,MonteCarlo,65,2.182006597518921,10,50,1,-1,-2
MonteCarlo,MonteCarlo,199,6.172477960586548,10,50,1,-1,-2
MonteCarlo,draw,578,14.985886812210083,10,50,1,-1,-2
MonteCarlo,MonteCarlo,89,2.812960147857666,10,50,1,-1,-2
MonteCarlo,draw,732,20.499486923217773,10,50,1,-1,-2
MonteCarlo,MonteCarlo,135,4.235821962356567,10,50,1,-1,-2
MonteCarlo,MonteCarlo,69,2.1908516883850098,10,50,1,-1,-2
MonteCarlo,MonteCarlo,101,3.497046709060669,10,50,1,-1,-2
MonteCarlo,MonteCarlo,171,5.400763034820557,10,50,1,-1,-2
MonteCarlo,MonteCarlo,207,6.509533882141113,10,50,1,-1,-2
MonteCarlo,MonteCarlo,129,3.9764599800109863,10,50,1,-1,-2
MonteCarlo,MonteCarlo,207,6.552681922912598,10,50,1,-1,-2
MonteCarlo,MonteCarlo,187,5.833221912384033,10,50,1,-1,-2
MonteCarlo,draw,479,11.96727991104126,10,50,1,-1,-2
MonteCarlo,MonteCarlo,151,4.782412052154541,10,50,1,-1,-2
MonteCarlo,MonteCarlo,71,2.391728162765503,10,50,1,-1,-2
MonteCarlo,MonteCarlo,35,1.0963678359985352,10,50,1,-1,-2
MonteCarlo,MonteCarlo,73,2.3747758865356445,10,50,1,-1,-2
MonteCarlo,draw,422,10.806689023971558,10,50,1,-1,-2
MonteCarlo,MonteCarlo,161,4.868247985839844,10,50,1,-1,-2
MonteCarlo,MonteCarlo,127,3.9821832180023193,10,50,1,-1,-2
