agent,winner,turns,run_time,depth,path_count,win_weight,draw_weight,lose_weight
MonteCarlo,draw,446,9.9930260181427,10,40,1,-1,-2
MonteCarlo,draw,533,12.136572122573853,10,40,1,-1,-2
MonteCarlo,MonteCarlo,59,1.6828842163085938,10,40,1,-1,-2
MonteCarlo,draw,388,9.706560134887695,10,40,1,-1,-2
MonteCarlo,MonteCarlo,129,3.5377562046051025,10,40,1,-1,-2
MonteCarlo,Random,150,4.110519886016846,10,40,1,-1,-2
MonteCarlo,MonteCarlo,99,2.764096975326538,10,40,1,-1,-2
MonteCarlo,MonteCarlo,155,4.0904381275177,10,40,1,-1,-2
MonteCarlo,MonteCarlo,65,1.749722957611084,10,40,1,-1,-2
MonteCarlo,MonteCarlo,187,4.881366014480591,10,40,1,-1,-2
MonteCarlo,draw,598,12.564288854598999,10,40,1,-1,-2
MonteCarlo,draw,651,13.216454029083252,10,40,1,-1,-2
MonteCarlo,MonteCarlo,371,8.193780899047852,10,40,1,-1,-2
MonteCarlo,MonteCarlo,73,2.0178239345550537,10,40,1,-1,-2
MonteCarlo,MonteCarlo,107,2.610323190689087,10,40,1,-1,-2
MonteCarlo,draw,420,8.897292137145996,10,40,1,-1,-2
MonteCarlo,MonteCarlo,113,3.0059897899627686,10,40,1,-1,-2
MonteCarlo,MonteCarlo,159,3.928466796875,10,40,1,-1,-2
MonteCarlo,MonteCarlo,9,0.231126070022583,10,40,1,-1,-2
MonteCarlo,draw,562,11.6931631565094,10,40,1,-1,-2
MonteCarlo,MonteCarlo,171,4.453118801116943,10,40,1,-1,-2
MonteCarlo,MonteCarlo,145,3.72757887840271,10,40,1,-1,-2
MonteCarlo,draw,488,9.566693782806396,10,40,1,-1,-2
MonteCarlo,MonteCarlo,67,1.8250758647918701,10,40,1,-1,-2
MonteCarlo,MonteCarlo,239,5.674217939376831,10,40,1,-1,-2
MonteCarlo,MonteCarlo,49,1.2903149127960205,10,40,1,-1,-2
MonteCarlo,MonteCarlo,137,3.534187078475952,10,40,1,-1,-2
MonteCarlo,draw,474,9.595215797424316,10,40,1,-1,-2
MonteCarlo,MonteCarlo,119,3.124760627746582,10,40,1,-1,-2
MonteCarlo,MonteCarlo,117,2.9305200576782227,10,40,1,-1,-2
MonteCarlo,draw,432,9.465774059295654,10,40,1,-1,-2
MonteCarlo,MonteCarlo,51,1.4111840724945068,10,40,1,-1,-2
MonteCarlo,Random,154,3.8776259422302246,10,40,1,-1,-2
MonteCarlo,MonteCarlo,385,9.320675134658813,10,40,1,-1,-2
MonteCarlo,draw,495,10.594002962112427,10,40,1,-1,-2
MonteCarlo,MonteCarlo,111,2.969949245452881,10,40,1,-1,-2
MonteCarlo,Random,106,2.7281270027160645,10,40,1,-1,-2
MonteCarlo,draw,519,10.907092094421387,10,40,1,-1,-2
MonteCarlo,MonteCarlo,133,3.541382074356079,10,40,1,-1,-2
MonteCarlo,MonteCarlo,137,3.659553050994873,10,40,1,-1,-2
MonteCarlo,MonteCarlo,129,3.228684902191162,10,40,1,-1,-2
MonteCarlo,MonteCarlo,133,3.500892162322998,10,40,1,-1,-2
MonteCarlo,MonteCarlo,33,0.8891282081604004,10,40,1,-1,-2
MonteCarlo,draw,465,10.303142786026001,10,40,1,-1,-2
MonteCarlo,MonteCarlo,95,2.2943623065948486,10,40,1,-1,-2
MonteCarlo,draw,574,12.051395177841187,10,40,1,-1,-2
MonteCarlo,Random,106,2.782607078552246,10,40,1,-1,-2
MonteCarlo,draw,412,9.797416925430298,10,40,1,-1,-2
MonteCarlo,MonteCarlo,69,1.9719531536102295,10,40,1,-1,-2
MonteCarlo,draw,456,10.391932964324951,10,40,1,-1,-2
MonteCarlo,MonteCarlo,115,3.027557134628296,10,40,1,-1,-2
MonteCarlo,MonteCarlo,157,4.405148983001709,10,40,1,-1,-2
MonteCarlo,MonteCarlo,185,5.2678539752960205,10,40,1,-1,-2
MonteCarlo,MonteCarlo,147,4.090944051742554,10,40,1,-1,-2
MonteCarlo,MonteCarlo,45,1.2768268585205078,10,40,1,-1,-2
MonteCarlo,MonteCarlo,35,0.9939348697662354,10,40,1,-1,-2
MonteCarlo,MonteCarlo,157,4.194554805755615,10,40,1,-1,-2
MonteCarlo,draw,630,13.538357019424438,10,40,1,-1,-2
MonteCarlo,MonteCarlo,137,3.873441219329834,10,40,1,-1,-2
MonteCarlo,MonteCarlo,59,1.5737721920013428,10,40,1,-1,-2
MonteCarlo,MonteCarlo,89,2.2842721939086914,10,40,1,-1,-2
MonteCarlo,draw,542,11.807960033416748,10,40,1,-1,-2
MonteCarlo,draw,398,8.697354316711426,10,40,1,-1,-2
MonteCarlo,MonteCarlo,123,3.4976439476013184,10,40,1,-1,-2
MonteCarlo,MonteCarlo,125,3.3101377487182617,10,40,1,-1,-2
MonteCarlo,MonteCarlo,89,2.4363720417022705,10,40,1,-1,-2
MonteCarlo,draw,687,14.881143808364868,10,40,1,-1,-2
MonteCarlo,MonteCarlo,197,5.228039026260376,10,40,1,-1,-2
MonteCarlo,MonteCarlo,109,2.8532800674438477,10,40,1,-1,-2
MonteCarlo,draw,418,8.722785949707031,10,40,1,-1,-2
MonteCarlo,MonteCarlo,81,2.0220859050750732,10,40,1,-1,-2
MonteCarlo,draw,426,8.936237096786499,10,40,1,-1,-2
MonteCarlo,draw,463,9.733205080032349,10,40,1,-1,-2
MonteCarlo,draw,494,10.993862867355347,10,40,1,-1,-2
MonteCarlo,MonteCarlo,111,2.9972198009490967,10,40,1,-1,-2
MonteCarlo,MonteCarlo,139,3.7670421600341797,10,40,1,-1,-2
MonteCarlo,draw,484,10.24936819076538,10,40,1,-1,-2
MonteCarlo,draw,468,9.713757753372192,10,40,1,-1,-2
MonteCarlo,draw,606,13.18321418762207,10,40,1,-1,-2
MonteCarlo,MonteCarlo,69,1.866246223449707,10,40,1,-1,-2
MonteCarlo,draw,460,10.25556206703186,10,40,1,-1,-2
MonteCarlo,draw,543,11.458094120025635,10,40,1,-1,-2
MonteCarlo,MonteCarlo,197,4.932816982269287,10,40,1,-1,-2
MonteCarlo,draw,500,10.618909120559692,10,40,1,-1,-2
MonteCarlo,MonteCarlo,65,1.721369743347168,10,40,1,-1,-2
MonteCarlo,MonteCarlo,125,3.1840567588806152,10,40,1,-1,-2
MonteCarlo,MonteCarlo,71,1.9014458656311035,10,40,1,-1,-2
MonteCarlo,draw,430,9.520656824111938,10,40,1,-1,-2
MonteCarlo,draw,442,9.321400165557861,10,40,1,-1,-2
MonteCarlo,MonteCarlo,219,5.600517272949219,10,40,1,-1,-2
MonteCarlo,draw,588,12.191055297851562,10,40,1,-1,-2
MonteCarlo,MonteCarlo,105,2.7395222187042236,10,40,1,-1,-2
MonteCarlo,MonteCarlo,129,3.4085497856140137,10,40,1,-1,-2
MonteCarlo,MonteCarlo,19,0.5059340000152588,10,40,1,-1,-2
MonteCarlo,Random,12,0.2847621440887451,10,40,1,-1,-2
MonteCarlo,MonteCarlo,137,3.819687843322754,10,40,1,-1,-2
MonteCarlo,draw,629,12.780578851699829,10,40,1,-1,-2
MonteCarlo,draw,401,8.195287227630615,10,40,1,-1,-2
MonteCarlo,draw,529,11.475183248519897,10,40,1,-1,-2
MonteCarlo,MonteCarlo,105,2.8210020065307617,10,40,1,-1,-2
